Product_ID,Region,Demand,Lead_Time,Supplier_Reliability,Promotion,Seasonality_Factor,Date,Stock_Remaining,Stock_Needed,Transportation_Cost,Distance_to_Be_Covered,Profit,Loss,Carbon_Footprint,Transportation_Risk,Warehouse_Capacity,Order_Frequency
529,2,735,2,0.8627756153030055,0,0.6281880728104617,2024-06-12,68,61,469.88359681822817,824.0017596998227,2887.2774504029435,878.1908440759934,210.6637443430601,0.8476698251334718,977,2
530,2,171,8,0.9382111625478524,1,0.9253564962699836,2024-06-13,300,652,474.1080650327734,922.6883148280824,3003.671734004352,629.0571745218258,391.80002157807485,0.48997325924027646,712,4
531,1,192,12,0.8543266362548739,1,0.7472060737388768,2024-06-14,5,79,246.00139823348735,792.8472883074081,2723.12371790091,227.7145385157423,312.3917345588161,0.18884570616001392,228,9
532,3,155,5,0.83812196661489,0,1.2483752494281826,2024-06-15,219,774,312.7563830636399,208.73749967783428,2344.4630780127545,468.5162277036509,74.55924137735433,0.331662324744015,118,26
533,1,936,7,0.8369264914694738,0,0.7620350045068746,2024-06-16,253,87,481.6522412230301,417.4060072398787,1635.3121516759436,808.9854006711885,87.97349660425178,0.7975213188131772,456,5
534,1,477,4,0.8684215241727189,0,1.3817173063953962,2024-06-17,452,902,460.9384225710346,604.8340016072549,2303.1249421675197,922.8249645983715,141.4204196854956,0.7776531025322506,518,1
535,0,354,5,0.8859915239559644,0,1.3918202114066127,2024-06-18,432,621,416.09779036045893,168.6905390826204,1124.4198442348106,236.91511896670914,114.41868028206169,0.82027158675243,705,11
536,2,921,8,0.9661898342110137,0,0.6964413152227859,2024-06-19,294,343,262.93263593903697,218.4964677061832,1018.6665306171656,539.6047350133258,198.21717033999917,0.4108230181896161,180,19
537,3,366,1,0.8239782186945425,1,1.1138459450077243,2024-06-20,357,409,325.73568927286937,290.05721134786944,1849.7446556620614,158.92755017040272,310.54501219941056,0.6130727691919973,714,25
538,0,684,1,0.9469851694789788,1,0.5877176417199643,2024-06-21,385,704,417.16498968665906,514.4181375879282,4979.069583922488,496.9996989275692,321.0631443533238,0.32253913590025896,980,23
539,1,951,4,0.9062909828378611,1,0.8915370996016292,2024-06-22,106,963,209.2047982160127,515.6968383057721,1969.236263823793,90.1141207495011,314.4955033232329,0.2446602649218991,765,3
540,2,58,3,0.8575890685351986,0,1.2133217295012724,2024-06-23,294,229,350.57974729124453,816.151574154077,4714.053756597973,941.7280699504742,102.92388558491933,0.11752086074109434,880,1
541,0,823,13,0.8985639169065649,1,1.1594232468499164,2024-06-24,117,846,431.1737299407427,755.4800986807493,2265.179655954623,638.0564582826155,320.10143488722326,0.2787527597514796,217,4
542,2,122,10,0.8599884139554046,1,1.124700669406608,2024-06-25,404,161,382.98191669316054,914.5983183588426,2475.5449603982424,854.2167417136772,234.38609908582328,0.5834993095138183,953,9
543,0,408,12,0.9192163910476612,0,0.7825408636624436,2024-06-26,167,791,291.7922524764003,834.5727055963505,4086.7829744100327,998.2951741819063,456.37369936372716,0.8233682508854342,593,28
544,2,272,2,0.8867687845710489,0,0.878024949434402,2024-06-27,484,493,333.84334382206333,261.3387728225981,921.3724735135552,182.66599470537827,460.3928882484625,0.20673644257235343,890,16
545,1,465,12,0.8328811058157758,0,0.6029461447002862,2024-06-28,250,70,495.47021725831763,337.98380161095986,1320.4099561713779,694.1434149596486,395.6782220077277,0.8344092487723537,591,7
546,3,602,3,0.8233166149111394,1,1.2190228204336009,2024-06-29,81,194,340.79511785888405,505.41901119620843,4882.2811923884665,886.9862935068581,366.39821799465085,0.3763081878973771,974,5
547,1,419,11,0.9093391364144261,0,1.0038887967912735,2024-06-30,53,548,414.2471016074575,24.128423218008148,2776.628029823126,575.93816741179,101.72872279286287,0.44146272609145665,324,13
548,3,765,11,0.9804826066572208,1,1.2087656323456546,2024-07-01,239,195,390.64190575106505,904.8629862208842,699.3935699388363,639.696378366561,88.11239521401374,0.3919828323749974,518,11
549,2,313,14,0.8687915373115371,0,0.7489435247968728,2024-07-02,365,490,380.59624621174527,53.90077043671583,713.2132987522273,407.6710895171374,428.37516091133864,0.4268865119357631,879,14
550,0,889,11,0.9466000214445247,1,0.8244382286350662,2024-07-03,11,936,386.54762204561746,329.21685810847,4582.583076998268,674.760833716514,242.1571174058548,0.3073545193501322,236,22
551,1,739,1,0.9317322709879534,0,0.8342153372601147,2024-07-04,208,470,281.76390051258556,573.4830432844426,4430.14290301423,395.5779146961238,253.11302384042574,0.6588837426491508,325,17
552,3,909,1,0.9863109828618962,0,0.5257424097472162,2024-07-05,164,365,289.66406980725014,522.6629747207971,2562.7959812529507,476.6196381514484,431.5068905058637,0.7065464882161335,433,23
553,1,367,6,0.9641962034598281,0,0.8410478728306235,2024-07-06,365,215,287.1450949443129,657.9152938976159,1234.4993867506944,102.91174262282487,329.6439315773547,0.7584903126818119,328,12
554,3,133,5,0.9133210517810926,0,1.3033045735180335,2024-07-07,293,701,113.30184288504324,532.244973541267,4236.280728631158,7.808400180381647,130.73325840594757,0.3730316666879737,422,21
555,1,367,8,0.9314060996468214,1,1.3972984957497385,2024-07-08,398,252,196.42613213292938,236.71141144600404,1960.7004827584271,55.15112413894685,144.95595304431225,0.7117015128222358,207,23
556,3,160,2,0.979677293316807,0,1.0182183156359275,2024-07-09,6,545,161.82560265995312,209.06740591593316,2385.762793983929,192.52164093760172,52.86972606567564,0.6101402859814521,911,21
557,3,300,4,0.879903756917387,0,0.9555016952192202,2024-07-10,77,805,454.57800455890293,908.1745983847436,3571.143705721931,456.6038195950654,369.8015422737042,0.8663328694723142,544,21
558,2,432,8,0.8653589411715555,0,0.5308246186993703,2024-07-11,433,674,209.9877465811796,271.32706936823666,2090.292590334445,20.994070851453884,268.5252463225183,0.4398281333588381,106,19
559,3,56,12,0.8021622167270394,0,1.3792043375853826,2024-07-12,64,517,155.37705378621615,288.1674615407183,3329.0146701423187,155.9366391542325,477.48376077666427,0.8938477823066837,227,5
560,2,508,6,0.9653102148382928,0,0.5130102134258727,2024-07-13,101,762,147.90677276435397,418.82336713934114,4483.772196991629,781.4446038844386,371.30576056172055,0.6923152240062971,452,24
561,3,133,1,0.960196140080673,0,1.4447500802102118,2024-07-14,450,434,379.99593382086346,148.0439438784742,4088.1797094851486,762.166558262047,96.41869734495502,0.721022203967198,366,8
562,0,257,4,0.8208909036200304,1,0.9892162486880907,2024-07-15,356,363,102.43332436598371,512.2001159790079,2217.2498324022217,789.7302916754999,122.69365697267128,0.1205638880877288,784,2
563,0,949,1,0.91537147622654,0,0.8419344935747266,2024-07-16,299,820,288.5217607026033,668.38144408511,1795.7144961668066,921.5409431967739,275.77609105249667,0.49791868106887716,313,27
564,0,439,13,0.8927963396333775,1,1.42421843484266,2024-07-17,286,304,147.5484422392785,788.1404871565932,1784.7970193280155,119.07100073451915,466.19337589822965,0.5226693698496202,346,17
565,3,363,2,0.8237418191018223,1,0.5243909931100967,2024-07-18,170,966,439.86535105436207,714.3396994455868,2068.6601766946237,163.13987622788295,161.26299044770167,0.1324800815364797,717,2
566,2,71,5,0.9961136454121446,0,1.081424894869087,2024-07-19,76,72,483.3801425809833,156.15960443946105,2720.8264402614755,333.5536146013144,421.5110908605976,0.349704978792444,694,27
567,2,459,14,0.8429391774926711,0,1.0489325244993375,2024-07-20,47,954,483.50184648596144,461.5064735212147,2374.688663122744,915.1411989809096,190.52258906105382,0.864515344502237,903,23
568,3,944,8,0.8134468360181123,0,0.7193204012113821,2024-07-21,254,807,276.7856435787077,48.200338800096645,1098.5180944444603,775.477743005945,171.45373530010016,0.4408891490881085,473,3
569,0,564,8,0.9189694759003819,1,0.9288874313502106,2024-07-22,81,388,357.8059297739186,27.62001675373979,1235.5513625025874,324.1212723323197,455.6267371987231,0.24936158764664595,520,24
570,0,176,11,0.9477733354266066,1,1.15226400594377,2024-07-23,382,542,339.88165460429786,445.7291140910626,2043.1832422918253,87.63581778273488,71.25871643269375,0.5106709656211266,814,20
571,2,858,3,0.8064886892094374,0,1.2271311968819276,2024-07-24,208,872,240.01556055438118,260.43088951305276,3029.288450264858,616.3800261488342,347.33346743022975,0.1270124617763722,140,26
572,0,749,11,0.9317435277454045,1,0.5007168587065798,2024-07-25,208,560,277.6257965682125,686.5271869246292,3166.9877756007263,256.81916580565235,69.4253814265504,0.5127909599766859,816,26
573,1,923,13,0.9064583751902909,0,1.4368534300910154,2024-07-26,444,415,125.72947889331428,726.9983789452784,2687.931792034835,531.1525659685531,410.3437039572012,0.5754146448240703,447,24
574,2,63,4,0.8206530017750098,1,0.6645253723928124,2024-07-27,458,421,418.27961306859487,896.4496873126731,3824.491465433816,941.8033596009769,423.231959729978,0.386155490042405,660,18
575,0,61,10,0.8345047753892725,1,0.7335804342223592,2024-07-28,83,964,196.3214048618476,763.0756884036483,3817.6195494053145,572.6172453143345,452.0104585968429,0.7100609584748477,242,29
576,2,136,11,0.9135948594632162,0,0.7634734456938482,2024-07-29,9,879,284.2109324545505,57.761681905176275,2424.3236225932487,923.8344364233642,133.74052771732715,0.2085712616008043,240,15
577,1,573,14,0.8592715227026577,0,0.5378201365520353,2024-07-30,28,648,292.24829344665756,377.90678025419,1059.9836484242492,393.0387859948754,106.0241701668802,0.8025467279045574,664,5
578,2,958,6,0.9876631457302631,0,0.6230521235903249,2024-07-31,303,268,324.2846956605273,280.2931182346009,2885.7864639520544,633.3513372887707,276.59077095116015,0.8643559283123362,206,22
579,2,586,11,0.9637480458968102,0,1.4863499229441621,2024-08-01,481,524,427.150655155236,392.2711253288896,2216.6107879722467,893.8899739469642,172.23467970202518,0.10098761968231083,132,17
580,2,350,11,0.9967134413027325,1,0.8152167373772861,2024-08-02,464,472,376.75241847349986,168.47490237901457,1120.6534539366648,587.9873116091384,322.83386251117935,0.7741773280345274,299,14
581,2,292,10,0.8519341677900828,0,0.6153010903390493,2024-08-03,445,405,365.2252196516768,106.72706265368753,4918.177444841776,614.8986770271042,281.1862807568408,0.5048841191258668,218,1
582,1,171,3,0.9939447265595954,0,0.6069912611746233,2024-08-04,115,509,310.69819832197595,525.7746970833166,2163.89925176046,716.3079820812245,115.18344960144205,0.46912450707081343,899,14
583,3,196,2,0.8862467739583116,0,1.2194599676699718,2024-08-05,489,552,138.38230197863595,723.1774977577304,3316.090278295539,882.1077571882531,382.67172223329703,0.2909432854995049,328,9
584,2,616,6,0.869503759062751,1,1.3545686640326409,2024-08-06,268,76,260.8033886603446,704.8917929126234,2705.579876014685,88.18006124085298,411.70297033666867,0.4578600328893093,729,5
585,2,799,11,0.8100699053938707,0,0.7569522995084699,2024-08-07,427,991,482.92674051622083,456.43487895446486,1142.7272564754476,336.8593821760869,483.3693600773965,0.86034171970411,787,4
586,0,405,13,0.8105530515719206,0,0.520909512335235,2024-08-08,46,851,498.219230115301,527.0561964260567,749.9463051765675,397.6847260806038,227.99249436251273,0.268630107163507,284,1
587,2,734,5,0.938402251189331,0,0.7230900184453558,2024-08-09,358,850,392.1992584403673,521.1654352835549,3315.9623678688154,909.7096653891778,201.98072096669944,0.2432329907606099,929,3
588,0,953,14,0.8915857988868056,1,0.5565156907967573,2024-08-10,447,909,191.00598522985803,694.6546739903756,1611.5984165654852,956.0079245162015,136.5181952089723,0.29351704324755834,949,29
589,3,782,10,0.8453043252072212,1,0.6033949366300415,2024-08-11,90,272,140.75625840135837,57.44592419646384,1596.4429982617175,120.38046466512475,131.38927484413938,0.5414673554698132,314,20
590,1,680,5,0.9227940612650465,0,0.9315081198476424,2024-08-12,52,913,265.90574361847973,712.7971477825116,4806.392853696398,119.10767978878079,194.4739784209934,0.8442398523466399,832,11
591,1,358,10,0.8505716236500223,0,0.7299183708616326,2024-08-13,217,739,442.6287609437343,586.3788917497146,2577.9798694008114,934.8617942523624,491.81751605942065,0.5591052726122061,229,16
592,3,744,13,0.9155263508688846,0,1.0159458785254234,2024-08-14,347,197,388.74569595800017,206.12762752485847,632.4172992531016,295.77190138259266,91.51640362587032,0.2947859812846567,944,11
593,1,337,5,0.8718417493965381,0,0.7534937532571904,2024-08-15,76,473,453.55689501644196,58.56826520880186,2029.2922181741305,241.81441903715273,166.71479093486758,0.45236185225700964,371,21
594,3,356,10,0.9647104453223638,0,1.4405373011029476,2024-08-16,203,788,346.3105258790609,117.44251265230953,3130.21194013502,35.622865754098676,88.69027859376872,0.41232010542859665,857,10
595,3,861,12,0.9641392321533558,1,1.4059439679262646,2024-08-17,43,400,152.1313458358769,529.4444280050769,1978.5533833270435,275.595934770649,173.1341267310819,0.13725557588994983,734,12
596,3,643,5,0.8954700796244803,0,1.066806105010466,2024-08-18,155,235,145.91838679926565,760.82444479037,620.8337931536404,693.5264272259882,91.58064463881723,0.5085134788232469,107,5
597,1,963,3,0.8701638218670031,1,0.8544239919873862,2024-08-19,1,464,119.20092105205171,341.31071425325615,2499.400694600309,426.0361627395617,278.7389900402127,0.20080510930693907,502,10
598,0,772,7,0.8725119593118189,0,0.8811468820347356,2024-08-20,356,855,326.8319882294124,385.33267159816944,976.5785127865004,516.8703516517602,247.26004408414235,0.7737952336671,678,24
599,3,711,6,0.9611429051336435,1,0.911852283144497,2024-08-21,312,478,197.15449464991562,934.8049508956512,3286.2201109821694,917.2955966148853,128.3226486739534,0.5391703274367174,726,13
600,2,598,4,0.8656358965595224,1,1.227579322134944,2024-08-22,56,90,393.7534565419802,220.88295319225026,3288.141951002096,114.68978267131646,128.66355219883377,0.7756851860939007,468,29
601,1,401,2,0.8418118747413692,0,0.9516389955188379,2024-08-23,289,954,374.4999743430029,112.71193032959812,669.9161281928032,71.24071524259901,331.7490831737268,0.864835749902433,899,19
602,3,361,12,0.8169376683750614,0,1.3567299465058973,2024-08-24,470,442,227.24429696332678,349.97601266201775,1807.9981771971977,851.9307491238942,224.20460254574445,0.8545506326002211,716,7
603,3,922,9,0.8933386241768817,0,1.4440947859303646,2024-08-25,57,752,170.72066658562574,748.462898297351,2361.5881868255174,774.8557974307065,75.28772152996562,0.18034346744604302,636,16
604,2,108,1,0.8964264197839684,0,0.8359461533789339,2024-08-26,253,128,140.9601399184005,629.8165181455705,2976.1884403663007,263.7341869450325,464.0866698951806,0.8558536572400056,152,29
605,0,692,13,0.9681817420805814,0,1.06069448137568,2024-08-27,179,766,394.9261095252388,421.6374849758735,1832.285433686878,324.2341263740829,232.22861861441015,0.7365977662316081,346,6
606,0,973,13,0.8442477392892128,0,0.5950565368325644,2024-08-28,492,945,280.17639817037326,965.1050075035122,1794.8593064812917,310.27783577566026,315.97139968550965,0.7221264842086329,436,10
607,0,763,11,0.87619825473368,1,0.700469047766359,2024-08-29,156,839,229.41196567125556,737.6464739116276,4923.568203126167,647.8087980219112,448.4353774632681,0.1721028322145403,380,27
608,3,804,14,0.9616811477787381,0,0.9134657667101601,2024-08-30,34,833,442.66120632252483,71.24281013946084,688.3825807440496,61.211506988979366,230.9715487731415,0.2436117618268793,132,10
609,3,84,4,0.9647247221497948,1,0.7062027159017789,2024-08-31,74,593,337.4452866277536,747.1851294155078,4950.704363410184,489.40158526372693,419.2970177350621,0.8801307039318148,898,26
610,3,494,1,0.8769222151957536,0,1.3765604907887177,2024-09-01,431,499,307.2009345586338,33.798170346799765,714.8837348527844,133.87296911274515,461.6385010713275,0.2706961257242355,647,11
611,1,142,13,0.8918248046573362,1,0.6582862560590981,2024-09-02,288,523,397.3516659902463,653.8200898862315,1797.5364250760863,819.7385409262475,128.33032264851659,0.23524266413392053,442,22
612,2,999,6,0.8606571781698567,0,0.955660821553092,2024-09-03,370,191,426.23325609411535,218.37800792973215,2721.6088473620753,380.66300430996523,451.62160700148905,0.3898812949675743,990,10
613,3,256,4,0.9865109756838624,1,1.1056992404598756,2024-09-04,74,300,374.4292621690878,699.4777869471822,1144.8425435644635,527.5721932194592,103.92460101787017,0.8306849580279122,338,25
614,2,402,5,0.8237287531483161,0,1.1918639081608444,2024-09-05,328,343,276.0025274397411,316.6817709813182,1106.8086313342574,29.317608778785974,173.80733422069983,0.4809547708452445,591,14
615,2,952,5,0.986749884600294,0,0.8830693697265067,2024-09-06,77,659,251.71951706887498,874.2762448760093,1653.4072096742564,58.264313541052324,413.69515144260646,0.8364669752712692,828,15
616,0,381,9,0.9367732903670687,0,1.3690990687247284,2024-09-07,254,185,408.66597530908086,343.54469822554586,4880.782326081063,675.054830733466,455.30804672942526,0.3674710243321886,276,7
617,1,866,1,0.9063144305373463,0,1.0683191510779255,2024-09-08,264,533,307.1628642561144,623.498896850254,2210.5258649355387,766.770545141332,357.8624547678757,0.28122291618159945,143,13
618,3,911,13,0.8065318121568992,0,0.9395077804475518,2024-09-09,486,838,381.7544314069505,293.0682840574484,3046.9767722113634,710.0355846022014,97.17163228512173,0.4961624070808285,403,11
619,0,774,2,0.8951192383644017,0,0.5672406340520366,2024-09-10,303,361,456.15951563222075,918.0493296907565,3669.3113107174086,737.0186364578602,285.3465246071387,0.5923815122095109,769,7
620,0,208,13,0.8815496210005465,0,0.964689468445165,2024-09-11,66,863,466.3562538946813,783.1860212178906,3839.9982598589468,104.61985054932899,307.6853490723971,0.4131991988908449,368,11
621,3,73,6,0.8322437623950245,1,1.3207358408157304,2024-09-12,220,604,211.08625569622905,250.8698475811571,3596.1843485540967,693.4508410975411,176.83687850029588,0.3768244076756254,782,14
622,2,453,5,0.9312819207001314,0,1.1145410182213156,2024-09-13,466,681,175.15598010900564,949.308745433073,2016.1768693627619,181.74758268909363,496.083113105179,0.2744474278185973,832,17
623,0,854,11,0.9942301814736572,0,1.3321624537291183,2024-09-14,163,781,204.51494413473515,363.58601368046595,1002.7752231022811,98.01543187678541,201.03258058672878,0.32000541297741714,499,16
624,2,565,7,0.9124377622129051,1,0.9940116705993056,2024-09-15,479,95,400.5487082142011,655.3462981905157,1767.724138999449,757.1608304548411,144.61464618241666,0.6384943705218407,841,1
625,1,781,3,0.9429506552887892,0,0.6184617050944818,2024-09-16,454,285,248.02321441846408,745.4246988032525,1446.3285204627798,889.4061171015647,99.56121289342198,0.39589883089094235,702,9
626,2,413,3,0.8136900905132034,0,0.5136398458358811,2024-09-17,374,97,169.3557123365319,32.67313985026318,1113.2478719119254,716.7099074051587,220.3255673929121,0.1638056333768228,530,9
627,1,431,10,0.883533399163399,0,0.8032195467185912,2024-09-18,219,247,139.3541970027877,959.3776726956737,610.2352928822842,805.5734528147533,361.678411240724,0.2105243119620277,520,28
628,2,581,2,0.8232716970328993,1,1.1979904714977925,2024-09-19,171,133,230.92527553187514,350.99689302649125,4710.766320762864,991.0881551216158,154.13769198161748,0.3979033507128886,230,27
629,0,201,13,0.9225591671073021,1,1.2902599039416938,2024-09-20,253,592,154.45457614020452,197.88110449691197,4644.654739454022,134.75591140668453,396.29489785861745,0.8396019438782896,509,10
630,0,611,3,0.9876964316428309,1,0.7957528346203294,2024-09-21,209,210,162.54944501332278,852.2007138112131,726.8765253357617,965.1525524330385,110.9305704747772,0.40322420931678427,837,19
631,1,738,10,0.9323555464943277,0,0.9956539208832471,2024-09-22,187,477,373.5535893785081,705.8702899951803,1278.880577691808,601.1978054901025,248.21056894035684,0.14851366196134022,324,15
632,3,996,1,0.8153606096628844,1,0.9211189044340816,2024-09-23,190,120,107.89283826736211,95.87583989711905,1127.7521215825714,813.2531573450204,366.06818304771843,0.43439540630401274,242,16
633,1,657,5,0.8709332409970166,0,0.9105227843514279,2024-09-24,388,569,147.02130465017518,125.87413556300184,1765.503204896828,650.16918158767,110.88923120943696,0.6350540751681326,677,11
634,1,666,14,0.9101326758881704,0,0.7313487132001505,2024-09-25,214,947,437.74619648523856,718.0399519471125,1418.309917154335,570.0377887853492,319.0289944977398,0.5748769079585768,639,27
635,2,469,12,0.8806415512266504,0,0.6363711050294584,2024-09-26,374,962,437.9656340073013,84.03542339949313,4756.340918290348,703.6189940216879,409.5286305876075,0.32304236990882407,224,24
636,2,299,5,0.9667288020950344,0,0.6966885582312131,2024-09-27,85,101,231.69739150543077,918.0036807728244,878.7669645209173,320.2586645129828,317.99700333014295,0.6504711384389552,311,25
637,1,166,12,0.9629342009419979,0,0.5553323871633461,2024-09-28,473,94,135.1812033474916,744.1247355781569,1452.5187215202645,924.2715234919127,280.1587659473829,0.604499499092266,527,17
638,0,915,11,0.9223662040206443,0,0.698130741823577,2024-09-29,105,342,381.9881335228823,342.13728390731893,863.254870623115,115.29257205577869,427.2347989412783,0.23773837506317488,536,28
639,2,561,7,0.8746915890265411,0,0.5092008976253795,2024-09-30,331,987,244.05267510954977,369.30939143308484,4911.734068899964,318.03118408646213,493.4391575005475,0.22971600285459604,691,19
640,3,789,4,0.8510672747526489,0,1.1272584006359783,2024-10-01,295,861,118.18585088197034,511.4311352420604,4632.860790936523,31.16235320050331,131.59082855982865,0.5377464656543526,337,13
641,2,627,3,0.8211748636426259,1,0.8163754073876829,2024-10-02,18,514,163.13079251991942,367.35971951205477,3724.8421539443493,271.3230476460917,361.10585359739173,0.627550848892883,743,6
642,2,384,1,0.8709795366973109,0,1.4731447114269085,2024-10-03,46,934,154.88592478560972,785.6338659239326,2416.8786449896097,218.21307714140437,86.29589945279152,0.8695284678882086,427,15
643,3,467,12,0.8826345034415439,1,0.6937170507762979,2024-10-04,64,599,335.6465375310649,974.9895746605996,1355.8016098579665,49.63086067863121,69.27846078827623,0.4375445045854238,911,16
644,1,981,8,0.9351645850208148,0,0.8458285703095939,2024-10-05,450,916,459.24703344142455,588.6763002838112,1496.703762590641,491.7740638486221,176.36853660395454,0.7119513917375307,218,4
645,3,823,13,0.9316319648595147,1,0.8578411586415332,2024-10-06,474,429,417.228813329383,451.57695439085364,2493.6800385020515,468.6360418556098,486.9139048370959,0.19321659783310113,145,8
646,1,344,3,0.8140216279282514,0,0.5084514960624605,2024-10-07,145,792,318.606418006892,230.546398865535,3957.002021014167,77.74544389866888,298.4880431160219,0.8116872218525177,183,25
647,1,987,13,0.8790518630862316,0,1.339207953039459,2024-10-08,433,527,268.86206597099203,656.8990850553222,1691.282731995315,261.8505314084142,170.72210477993502,0.6064860331190719,893,7
648,1,804,2,0.8363557734434724,0,0.5319944601443247,2024-10-09,285,311,347.470683627546,688.7210931972431,1898.56360640591,953.3221604663561,109.66374338223144,0.6032242650809978,451,27
649,3,420,11,0.8313625410633612,0,1.4401798347292414,2024-10-10,381,629,277.5250963920323,688.3387009442201,3199.7493113201176,110.73662451042033,464.08253135600125,0.21395410706594842,112,17
650,1,235,4,0.9654604299474492,1,1.3920743510936207,2024-10-11,65,228,198.43964903052637,36.7151855098074,1569.782130252141,305.01864885946816,213.0649618421483,0.13166698362071838,736,16
651,0,295,3,0.8083830433432515,0,1.0355219160859637,2024-10-12,4,406,371.67898214091184,900.1308796538663,3128.983795817616,35.86239845465855,188.0137716741492,0.6611593103876957,936,2
652,3,686,13,0.8838365751804242,0,1.0435955749112922,2024-10-13,92,468,449.2975782965284,344.7254977948849,2242.08901972528,148.88720262376677,436.0835443995523,0.1936451671716693,271,17
653,0,317,1,0.8336407311533037,1,1.1537779229561562,2024-10-14,352,747,249.1481322723442,746.7241048567929,654.6569265560662,699.3971074657895,321.9812742698918,0.20157611958714616,333,25
654,1,692,3,0.9758660431356948,0,0.887050011934887,2024-10-15,425,250,436.6153870765348,762.2088380293167,2312.1557880438377,366.7165006629388,125.88625023873223,0.25000011707758796,280,4
655,2,286,12,0.911408102655007,0,1.1472222833978556,2024-10-16,467,951,272.4328185933962,654.0494290241172,4637.863757836152,452.07657067912055,239.67973918362728,0.17819718651168195,150,26
656,1,579,2,0.8462761272753696,0,0.5447683886884869,2024-10-17,93,62,260.5343772397704,400.91785791284923,1819.0034561005727,156.97839513065614,467.7039806475685,0.6003140163442454,880,14
657,0,601,8,0.9004854574332753,0,0.5540476273497266,2024-10-18,105,492,111.32974301881107,612.3003746483603,1952.7457524641104,682.1401728913017,455.5416085539595,0.4376038446788705,780,8
658,0,70,6,0.9462972719406232,0,0.9572304196195444,2024-10-19,132,775,378.11156054696414,49.7967043452978,796.733996266791,751.5215980912536,81.54940672593987,0.31287687392763863,494,5
659,3,960,9,0.9916236017838868,0,1.049622301106035,2024-10-20,433,781,423.00101004552914,764.2768342660272,3267.7135185618245,181.11204951673977,170.87593673867997,0.45259952029726136,927,5
660,2,786,8,0.8440892008490838,1,1.3878176403358191,2024-10-21,340,335,365.4227678234244,108.59276184505552,4321.590639342525,44.99346361994216,119.54272911311723,0.7753120016521599,899,5
661,3,916,10,0.9772363544258691,0,0.6046606339078963,2024-10-22,313,805,160.5443805567774,402.7834165416057,2088.1530189189575,80.94113430901851,290.2152714162552,0.841663524034909,528,27
662,0,843,3,0.9868608228334981,0,1.3226479271938894,2024-10-23,78,917,141.31738702105724,112.58259978831691,1581.105008839948,657.0457572030177,387.4924926636433,0.48998091572275326,373,5
663,1,569,5,0.9832841089064133,0,0.7100473372920696,2024-10-24,211,307,329.1435006474158,838.7037013609036,4804.753343737364,135.51060249483893,182.99444502018542,0.553402332090242,960,3
664,2,149,7,0.927082871372382,1,0.8940836485100319,2024-10-25,7,619,260.60650167384074,554.7993695015996,3852.826765661698,493.91883416883553,391.09823482339476,0.30575994427189834,306,6
665,1,801,5,0.9259641308869415,1,0.8166024348274129,2024-10-26,496,597,271.63911339423584,694.0455689675797,3052.2360167746906,152.64153092617005,350.92200788112564,0.5108803029096954,247,1
666,1,527,8,0.8806421266367646,0,0.900155272865399,2024-10-27,158,889,487.12009869720305,685.7563481441869,1874.8902485519784,170.14804820523977,377.69999423338254,0.6984956855481858,399,8
667,2,648,12,0.9504795764607576,1,0.6504954980725856,2024-10-28,267,990,389.56906847722615,843.1901693419194,1493.5910808938038,4.360503341518607,476.7096709861939,0.4937098109249356,552,13
668,3,347,5,0.9062588036701864,0,1.003570074403555,2024-10-29,148,539,264.7150956831027,141.24370931168332,3720.8481755021025,320.8242558583879,241.07533735401626,0.3416583206313358,648,20
669,1,989,1,0.935487614245659,0,1.3016425898313673,2024-10-30,349,547,107.63971193668596,663.1308590008354,2848.0496771180487,89.79726607286031,204.15561107516564,0.5656274777799672,772,6
670,0,575,5,0.8856915807697591,0,0.941534010378897,2024-10-31,445,954,113.6382791413081,579.3827138596208,2842.699175613415,393.96127534042523,357.73124365925946,0.8573248247086757,482,18
671,1,383,4,0.9462992928086278,0,0.9906135758981991,2024-11-01,90,943,373.92147825834246,40.58815134560223,831.6941840250971,597.7843096175839,413.4007136650056,0.8103870831864894,886,18
672,2,51,6,0.9648943035209099,0,1.3487675852813141,2024-11-02,235,754,435.09550380710556,209.40867973457455,2804.8751454182266,367.53194792811695,136.15038126917227,0.715393903340365,899,16
673,2,424,3,0.8292872513205632,1,1.2060581146380307,2024-11-03,473,382,383.0810518198735,274.8958259644386,4202.3481396777215,705.0816308353352,431.0598203666426,0.32096770613216724,717,8
674,2,342,11,0.9665859431148456,0,0.9904544085197847,2024-11-04,288,611,262.3551010418902,81.8308116748745,4760.596750080916,741.4517680393581,76.03362094959112,0.29324760577312114,633,17
675,3,886,5,0.9080593063580614,1,0.7576956481891797,2024-11-05,409,81,112.45429517222783,361.17260783981345,980.0707886678081,696.6063873608118,52.8771884342088,0.7708297518380783,332,8
676,1,983,2,0.9689331818180449,0,1.3849267468449666,2024-11-06,473,659,486.96065209409187,36.930483628320935,3340.2434481458185,936.7135596314981,121.29221723278073,0.2450539808656819,733,15
677,3,602,11,0.886260341268203,0,1.0770204016905582,2024-11-07,355,92,494.5344248632347,557.6516573351522,3057.562628592111,237.29427699515105,490.4002341379546,0.584489045989315,228,26
678,3,367,6,0.875808097076607,0,0.7211476101106934,2024-11-08,167,942,319.7458205777075,219.38595097398942,4506.406209266638,189.4564531149766,285.6044199279994,0.4511439548663714,921,10
